meaning,name
"- adjective
",nightmarish
"- noun
+ áo ngủ nam
",nightshirt
"- noun
+ quốc tịch
",nationality
"- noun
+ cơn ác mộng
",nightmare
"- adjective
+ đêm đêm
",nightly
"- noun
+ cuộc sống về đêm
",nightlife
"- noun
+ chim họa my
",nightingale
"- noun
+ bộ váy ngủ
",nightie
"- number
+ số chín
+ ở chín tuổi
- prefix
+ có chín
",nine
"- noun
+ áo ngủ nữ
",nightdress
"- noun
+ hộp đêm
",nightclub
"- noun
+ hoàng hôn
",nightfall
"- noun
+ ban đêm
",night-time
"- noun
+ ca đêm
+ người làm ca đêm
",night shift
"- noun
+ lớp học ban đêm
",night school
"- noun
+ đêm
+ buổi đêm
",night
"- adverb
+ ở gần (từ cổ)
",nigh
"- adjective
+ hà tiện
",niggardly
"- noun
+ người da đen
",nigger
"- noun
+ ni-cô-tin
",nicotine
"- noun
+ nấc; khía
- verb
+ khía
",nick
"- noun
+ .niken
+ đồng xu 5 cent
",nickel
"- noun
+ biệt danh
- verb
+ đặt biệt danh
",nickname
"- noun
+ hốc tường
+ vị trí thích hợp
",niche
"- noun
+ những chi tiết nhỏ
",nicety
"- noun
+ hợp kim niken, crôm và sắt
",Nichrome
"- adverb
",nicely
"- adjective
+ tốt
+ hay ho
+ chính xác
",nice
"- verb
+ gặm
- noun
+ sự gặm
",nibble
"- preposition
+ bên cạnh
+ gần
+ gần như
",next to
"- noun
+ sự sử dụng
+ sự nỗ lực
",exertion
"- noun
+ họ hàng gần
- noun
+ họ hàng ruột thịt
",next of kin
"- noun
+ đầu ngòi bút
",nib
"- noun
",exhalation
"- noun
",exemption
"- verb
+ áp dụng cái gì
+ nỗ lực
",exert
"- noun
+ sự tập luyện
+ bài tập
+ huấn luyện
- verb
+ huấn luyện; tập thể dục
+ sử dụng
",exercise
"- verb
+ miễn
- adjective
+ được miễn
",exempt
"- verb
+ làm thí dụ cho
",exemplify
"- noun
+ người được di chúc
",executor
"- adjective
+ mẫu mực
",exemplary
"- noun
+ đao phủ
",executioner
"- adjective
+ điều hành
+ hành pháp
- noun
+ ngành hành pháp
+ uỷ viên ban quản trị
",executive
"- verb
+ hành quyết
+ thực hiện
+ biểu diễn
",execute
"- noun
+ sự hành hình
+ sự biểu diễn
",execution
"- adjective
+ nhức nhối
",excruciating
"- noun
",excretion
"- verb
+ bài tiết
",excrete
"- noun
+ chất bài tiết
",excreta
"- noun
+ cuộc đi chơi
",excursion
"- adjective
+ có thể tha thứ được
",excusable
"- adverb
",exclusively
"- noun
",exclusion
"- noun
",exclusiveness
"- preposition
+ trừ ra
",excluding
"- adjective
+ dành riêng
+ độc đáo
+ riêng biệt
+ loại trừ
",exclusive
"- adjective
",excretory
"- noun
",excitement
"- verb
+ gạt ra
+ không cho vào
+ loại trừ
",exclude
"- verb
+ la lên
",exclaim
"- noun
+ phân
",excrement
"- adverb
",excitedly
"- noun
+ dấu chấm than
",exclamation mark
"- noun
+ thán từ
",exclamation
"- adjective
",exciting
"- adjective
",excited
"- adjective
+ dễ bị kích động
",excitable
"- adjective
",exchangeable
"- verb
+ kích động
+ kích thích
",excite
"- noun
+ Bộ Tài chính
+ kho bạc
",exchequer
"- noun
",excitability
"- noun
",excision
"- noun
+ thuế đánh vào một số mặt hàng nội địa
- verb
+ cắt bỏ
",excise
"- noun
+ tỷ giá hối đoái
",exchange rate
"- verb
+ đổi
+ trao đổi
- noun
+ sự trao đổi
+ cuộc tranh cãi
+ đổi tiền
+ hối đoái
+ sàn giao dịch
+ tổng đài điện thoại
",exchange
"- adjective
+ khó chịu
+ tàn nhẫn
+ xấu xa
+ khó chịu
+ ác hiểm
+ khó khăn
",nasty
"- noun
+ quốc ca
",national anthem
"- noun
+ quốc gia
+ dân tộc
",nation
"- noun
+ nghĩa vụ quân sự
",national service
"- noun
",excessiveness
"- adjective
+ thuộc về quốc gia, dân tộc
",national
"- noun
",nastiness
"- adverb
",nastily
"- adjective
+ thuộc về mũi
+ giọng mũi
",nasal
"- adverb
+ suýt nữa
",narrowly
"- noun plural
+ cửa biển hẹp
",narrows
"- noun
+ chuyện kể
",narrative
"- adjective
+ hẹp hòi
",narrow-minded
"- noun
+ người kể chuyện
+ người thuyết minh
",narrator
"- adjective
+ hẹp
+ eo hẹp
+ hẹp hòi
- verb
+ thu hẹp
",narrow
"- noun
",narration
"- verb
+ kể lại
",narrate
"- noun
+ tã lót
",nappy
"- noun
+ thuốc mê; ma tuý
",narcotic
"- noun
+ napan
",napalm
"- noun
+ gáy
",nape
"- noun
",nanotechnologist
"- noun
+ công nghệ nano
",nanotechnology
"- noun
+ khăn ăn
+ khăn ăn
",napkin
"- noun
+ giấc ngủ ngắn
",nap
"- noun
+ biển đề tên (ở cửa)
",nameplate
"- adverb
+ tức là
",namely
"- noun
+ người giữ trẻ
",nanny
"- adjective
",nanotechnological
"- noun
+ dê cái
",nanny goat
"- noun
+ bà
",nan
"- adjective
+ không sao tả được
+ vô danh
",nameless
"- noun
+ sự trùng tên
",namesake
"- noun
",nakedness
"- phrasal verb
+ đặt theo tên của người nào
",name after
"- adverb
",nakedly
"- noun
+ tên
+ danh tiếng
- verb
+ đặt tên
+ nói rõ
",name
"- adverb
",naively
"- noun
+ bàn chải móng tay
",nailbrush
"- adjective
+ trần truồng
+ rõ ràng
+ không che đậy
",naked
"- adjective
+ ngờ nghệch
+ ngây thơ
",naive
"- verb
+ rầy la
",nag
"- adjective
+ hay la rầy
",nagging
"- noun
+ móng
+ cái đinh
- verb
+ đóng đinh
",nail
"- noun
+ thuốc đánh móng tay
",nail polish
"- verb
+ tóm cổ
",nab
"- written abbreviation
+ không áp dụng
",N/A
"- noun
+ cái giũa móng tay
",nail file
"- noun plural
+ kéo cắt móng tay
",nail scissors
"- abbreviation
+ Lưu ý
",N.B.
"- noun
",non-existence
"- noun
+ chất không dẫn nhiệt điện
",non-conductor
"- adjective
+ không có mặt, không tồn tại
",non-existent
"- adjective
+ hạ sỹ quan
",non-commissioned
"- written abbreviation
+ phương Bắc
+ Newton
- noun
+ chữ cái N
- abbreviation
+ và
",N
"- adjective
+ không phân hủy
",non-biodegradable
"- adjective
+ không có cồn
",non-alcoholic
"- prefix
+ không
",non-
"- noun
+ ứng cử viên
",nominee
"- noun
+ sự bổ nhiệm
+ đề cử
",nomination
"- adverb
",nomadically
"- adjective
",nomadic
"- noun
+ người du mục
",nomad
"- verb
+ đề cử
",nominate
"- adjective
+ thuộc danh nghĩa
+ rất ít
",nominal
"- adjective
+ ồn ào
",noisy
"- noun
",noteworthiness
"- adjective
+ đáng chú ý
",noteworthy
"- pronoun
+ không có gì
- noun
+ số không
- adverb
+ không có gì
",nothing
"- noun
+ giấy viết thư
",notepaper
"- noun
+ quyển sổ tay
",notepad
"- adjective
+ nổi tiếng
",noted
"- noun
+ giấy hoa viết thư
",notelet
"- noun
+ ví tiền
",notecase
"- adverb
",noisily
"- noun
+ quyển vở
",notebook
"- adjective
+ yên ắng
",noiseless
"- adverb
",noiselessly
"- noun
+ giấy nhắn
+ những điều lưu ý
+ nhớ
+ lời chú giải
+ bức thư ngắn
+ tờ giấy bạc
+ nốt
+ nốt nhạc
+ sự lưu ý
- verb
+ ghi chép
+ ghi nhớ
",note
"- noun
+ ngày lễ Nô En
",Noel
"- noun
+ tiếng ồn ào
+ tiếng om sòm
",noise
"- noun
+ bướu
+ mấu
",node
"- noun
+ cục bướu nhỏ
",nodule
"- phrasal verb
+ ngủ
",nod off
"- adjective
+ thuộc đêm
+ về đêm
",nocturnal
"- pronoun
+ không ai
- noun
+ người tầm thường
",nobody
"- adverb
",nobly
"- noun
+ người quý tộc
",nobleman
"- verb
+ gật đầu
+ gà gật
- noun
+ sự gật đầu
",nod
"- adjective
+ cao quý
+ quý tộc
- noun
+ người quý tộc
",noble
"- noun
+ giới quý tộc
+ tính cao thượng
",nobility
"- adjective
+ cả hai đều thiệt
",no-win
"- pronoun
+ không ai cả
",no-one
"- noun
+ vành đai trắng
",no-man’s-land
"- adjective
+ cấm vào
",no-go
"- noun
+ Ni tơ
",nitrogen
"- noun
+ nitrat
",nitrate
"- noun
+ trứng chấy, rận
",nit
"- noun
+ vết khía hình chữ V
- verb
+ khía hình V
",notch
"- noun
+ ký hiệu
",notation
"- adverb
+ đặc biệt
+ nổi bật
",notably
"- adjective
+ đáng chú ý
",notable
"- noun
",notability
"- adjective
+ quá tò mò
",nosy
"- adverb
+ không
+ không
",not
"- noun
+ lỗ mũi
",nostril
"- adjective
",nostalgic
"- adverb
",nostalgically
"- adverb
",nosily
"- noun
",nosiness
"- noun
+ lòng hoài cổ
",nostalgia
"- noun
+ bó hoa thơm
",nosegay
"- noun
+ sự đâm bổ nhào
- verb
+ đâm bổ nhào
",nosedive
"- suffix
",-nosed
"- noun
+ chảy máu mũi
",nosebleed
"- phrasal verb
+ đánh hơi thấy cái gì
",nose out
"- noun
+ túi mõm
",nosebag
"- noun
+ phẫu thuật thẩm mỹ
",nose job
"- noun
+ mũi
+ khứu giác
+ mũi tàu, máy bay
- verb
+ tiến chậm
+ đánh hơi
",nose
"- adjective
+ về phía bắc
- adverb
+ đi về phía bắc
",northward
"- adjective
+ cực bắc
",northernmost
"- noun
+ người miền bắc
",northerner
"- adjective
+ theo hướng bắc
",northbound
"- adjective
+ ở phía bắc
",northern
"- adjective
+ gió bắc
+ từ phía bắc
",northerly
"- adjective
+ phía đông bắc, tây bắc
",north-eastern / north-western
"- adjective
+ theo hướng đông bắc, theo hướng tây bắc
+ nằm ở phía đông bắc, tây bắc
",north-easterly / north-westerly
"- noun
",normality
"- noun
+ hướng bắc
+ hướng bắc trên la bàn
- adjective
+ thuộc về hướng bắc
+ từ phương bắc
- adverb
+ về phía bắc
",north
"- noun
+ tây bắc; đông bắc
- adverb
+ hướng về phía bắc
",north-east / north-west
"- adverb
+ thông thường
+ như thường lệ
",normally
"- noun
+ buổi trưa
",noon
"- noun
+ mỳ sợi
",noodle
"- noun
+ thòng lọng
+ thòng lọng
",noose
"- noun
+ nơi hoặc góc yên tĩnh
",nook
"- adjective
",nonsensical
"- adjective
+ bình thường
",normal
"- interjection
+ không
",nope
"- conjunction
+ cũng không
",nor
"- adjective
+ khó tả
",nondescript
"- noun
+ điều vô lý
",nonsense
"- pronoun
+ không ai; không cái gì
- adverb
+ không chút nào
",none
"- adjective
+ bối rối
",nonplussed
"- noun
",nonchalance
"- adjective
+ chạy suốt
",non-stop
"- adjective
+ thờ ơ
",nonchalant
"- adverb
",nonchalantly
"- adjective
",non-violent
"- noun
+ người thọ 90 tuổi
",nonagenarian
"- adjective
+ chống dính
",non-stick
"- noun
+ bất bạo động
",non-violence
"- noun
+ người, vật bỏ cuộc
",non-starter
"- noun
+ người không hút thuốc
",non-smoker
"- noun
+ người thật việc thật
",non-fiction
"- adjective
+ không sống ở một nơi nào đó
",non-resident
"- adjective
+ không cháy
",non-inflammable
"- adjective
+ không thể tái tạo
+ không thể ký lại
",non-renewable
"- noun
+ nữ thần
",nymph
"- adjective
+ cấm hút thuốc
+ không hút thuốc
",non-smoking
"- adjective
+ không bắt lửa
",non-flammable
"- noun plural
+ tất ni lông
",nylons
"- noun
+ sự khỏa thân
",nudity
"- noun
+ ni lông
",nylon
"- noun
+ vàng cục tự nhiên
",nugget
"- noun
",nudist
"- verb
+ sục mũivào
",nuzzle
"- written abbreviation
+ tây bắc
",NW
"- noun
+ chủ nghĩa khỏa thân
",nudism
"- noun
+ mối gây khó chịu
",nuisance
"- noun
+ cái thúc bằng khuỷu tay
- verb
+ huých; thúc
",nudge
"- adjective
+ trần
- noun
+ tranh ảnh khỏa thân
",nude
"- noun
+ axit nucleic
",nucleic acid
"- noun
+ tâm
+ nhân
",nucleus
"- noun
+ lò phản ứng hạt nhân
",nuclear reactor
"- noun
+ sự giải trừ vũ khí hạt nhân
",nuclear disarmament
"- noun
+ năng lượng hạt nhân
",nuclear energy
"- noun
+ các nucleotide
",nucleotide
"- noun
+ thiết bị hạt nhân
",nuclear device
"- written abbreviation
+ gần
",nr
"- adjective
+ hạt nhân
+ nhân
",nuclear
"- noun
+ miệng; vòi ấm
",nozzle
"- adverb
+ không nơi đâu
",nowhere
"- adverb
+ ngày nay
",nowadays
"- adverb
+ yếu ớt; mờ nhạt
+ khá; hơi
",faintly
"- adjective
+ vàng hoe (tóc); trắng (da)
+ công bằng
+ thời tiết đẹp
+ khá; khá tốt
+ rất lớn; rất dài
+ đẹp
- noun
+ hội chợ vui chơi giải trí
+ chợ phiên
+ hội chợ
",fair
"- noun
",faintness
"- noun
+ nhược điểm
- preposition
+ nếu (cái gì) không xảy ra
",failing
"- adjective
+ mờ nhạt
+ yếu ớt
- verb
+ ngất
- noun
+ cơn ngất; sự ngất
",faint
"- verb
+ thất bại
+ hỏng
+ không đủ
+ đánh trượt
+ làm thất vọng
",fail
"- noun
+ tình trạng không thích hợp, không hoạt động như mong đợi
+ người, sự thất bại
+ sự thiếu khả năng
",failure
"- adjective
+ thang nhiệt Fa-ren-hét
",Fahrenheit
"- noun
+ công việc mệt nhọc
+ thuốc lá
",fag
"- noun plural
+ phân
",faeces
"- verb
+ phai; nhạt; tan
",fade
"- noun
+ mẩu thuốc lá còn lại sau khi hút
",fag end
"- adjective
",faddish
"- adjective
+ kiệt sức
",fagged out
"- noun
+ mốt nhất thời
",fad
"- noun
",faddishness
"- noun
+ sự nói dối
",falsehood
"- noun
+ giọng the thé (đàn ông)
- adverb
",falsetto
"- noun
+ nhân tố
+ thừa số
",factor
"- noun
+ nhà máy; xí nghiệp
",factory
"- noun
+ khả năng của trí óc
+ khả năng của thân thể
+ tài năng
+ khoa (của một trường đại học)
",faculty
"- adjective
+ thực sự
",factual
"- noun
+ xuất phát trước khi có hiệu lệnh
",false start
"- adverb
",factually
"- noun plural
+ lừa đảo
",false pretences
"- noun
+ báo động giả
",false alarm
"- noun
+ ống dẫn trứng
",Fallopian tube
"- adjective
+ sai; nhầm
+ cố tình làm sai để đánh lừa
+ không thật
+ phản trắc
",false
"- adjective
+ có thể sai lầm
",fallible
"- noun plural
+ thác
",falls
"- adjective
+ bỏ hoang; không canh tác
",fallow
"- noun
+ phóng xạ nguyên tử; bụi phóng xạ
",fallout
"- noun
+ ảo tưởng; nguỵ biện
",fallacy
"- adjective
+ sai lầm
",fallacious
"- phrasal verb
+ bất hoà
",fall out
"- phrasal verb
+ giảm sút
",fall off
"- phrasal verb
+ tấn công
",fall on/upon
"- phrasal verb
+ thất bại; không đi đến kết quả nào
",fall through
"- phrasal verb
+ tình cờ gặp ai; dính líu với ai/cái gì
+ theo, tán đồng (quan điểm của ai…)
",fall in with
"- verb
+ nuôi nấng
- noun
+ sự chăm sóc
",nurture
"- phrasal verb
+ bị bịp
+ say mê ai
",fall for
"- noun
+ quả hạch
+ đai ốc
",nut
"- noun
+ cái kẹp hạt dẻ
",nutcracker
"- noun
+ hạt nhục đậu khấu
",nutmeg
"- phrasal verb
+ thất bại
",fall down
"- noun
+ nhà thương
",nursing home
"- noun
+ người trông nom vườn ươm
",nurseryman
"- noun
+ cô bảo mẫu
",nursemaid
"- noun
+ thơ ca dành cho trẻ nhỏ
",nursery rhyme
"- noun
+ vườn trẻ
",nursery school
"- noun
+ nhà trẻ
+ vườn ươm
",nursery
"- noun
+ sự điều dưỡng
",nursing
"- noun
+ y tá
+ cô bảo mẫu
- verb
+ chăm sóc
+ cho bú
+ chăm chút
+ ấp ủ
",nurse
"- adjective
+ thuộc về lễ cưới
",nuptial
"- adverb
",numerically
"- adjective
+ nhiều
",numerous
"- adjective
+ bằng số
",numerical
"- noun
+ tử số
",numerator
"- noun
+ chữ số
",numeral
"- noun
+ nữ tu viện
",nunnery
"- adjective
+ giỏi toán
",numerate
"- noun
+ ni cô
",nun
"- adverb
",numbly
"- adjective
+ nhiều vô kể
",numberless
"- noun
",numbness
"- adjective
+ tê cóng; chết lặng
- verb
+ làm tê cóng; chết lặng
",numb
"- noun
+ biển số xe
",number-plate
"- noun
+ chữ số
+ số lượng
+ số phát hành của tạp chí
+ tiết mục
- verb
+ ghi số
+ gồm có
+ đánh số
",number
"- noun
+ người tập việc
+ người mới tu
",novice
"- written abbreviation
+ tháng Mười Một
",Nov
"- noun
+ tháng Mười một
",November
"- verb
+ nuôi dưỡng
",nourish
"- noun
+ chất dinh dưỡng
",nourishment
"- noun
+ tiểu thuyết gia
",novelist
"- noun
+ tính mới lạ
+ điều mới lạ
+ hàng lưu niệm
",novelty
"- noun
+ tiểu thuyết
- adjective
+ mới lạ
",novel
"- adjective
+ bổ dưỡng
",nourishing
"- noun
+ danh từ
",noun
"- noun
+ cờ caro
",noughts and crosses
"- preposition
+ mặc dù
",notwithstanding
"- noun
",notoriety
"- adjective
+ tai tiếng
",notorious
"- noun
+ kẹo nuga
",nougat
"- adverb
",notoriously
"- noun
+ không có gì
+ số không
",nought
"- noun
+ khái niệm
+ quan điểm
+ ý kiến
",notion
"- adjective
+ dễ nhận thấy
",noticeable
"- verb
+ báo cho biết
",notify
"- adjective
+ bị lưu tâm
",noticed
"- adverb
",noticeably
"- noun
+ thông báo
+ sự chú ý
+ giấy báo nghỉ việc
- verb
+ để ý
",notice
"- noun
+ tình trạng không tồn tại
",nothingness
"- noun
",notification
"- noun
+ bảng thông báo
",noticeboard
"- noun
+ bè phái; bè cánh
",faction
"- noun
+ sự việc
+ sự thật
",fact
"- noun
+ bản sao, bản chép
+ bản fax
- adjective
",facsimile
"- preposition
+ đối diện
",facing
"- adjective
+ thuộc hoặc đối với mặt
",facial
"- noun
+ khả năng học hoặc làm việc gì dễ dàng
+ kỹ năng; sự khéo léo
- noun plural
+ những tiện nghi
",facility
"- adverb
",facetiously
"- noun
",facetiousness
"- noun
+ mặt kim cương
+ khía cạnh vấn đề
",facet
"- adjective
+ hay bông lơn
",facetious
"- noun
+ phẫu thuật căng da mặt
+ cải thiện vẻ bề ngoài của cái gì
",facelift
"- noun
+ khăn mặt
",facecloth
"- suffix
+ (tạo nên tính từ ghép) có một kiểu mặt được nói rõ
",-faced
